status,category,relative_folder,image_count,product_id,product_code,product_name,confidence,files
"matched","Shooting Targets","Shooting Targets\RIFLE TARGET\10 Meter Air Rifle","1","6a7772ac-bfb4-4d8a-b208-86ec82c497f0","PISTOL-T-099","PISTOL TARGET","0.500","download.jpg"
"matched","Sample Files","Sample Files","1","e95f6b8d-75a7-4a7c-a765-4ba72b6fb920","PVC-FILE-602","PVC FILES","0.500","Sample File.jpg"
"matched","Sample Files","Sample Files\VISITING CARD","1","c7e58c17-61b9-4d72-bfc4-65875848d88f","VIS-MET-001","Metal Card","0.500","download.png"
"matched","Sample Files","Sample Files\VISITING CARD\Sample File – Regular Cards Only","1","c7e58c17-61b9-4d72-bfc4-65875848d88f","VIS-MET-001","Metal Card","0.500","download.jpg"
"matched","Sample Files","Sample Files\VISITING CARD\Sample File – 800 GSM Cards Only","1","c7e58c17-61b9-4d72-bfc4-65875848d88f","VIS-MET-001","Metal Card","0.500","download.jpg"
"matched","Sample Files","Sample Files\VISITING CARD\Sample File – 500 GSM + NT Cards Only","1","c7e58c17-61b9-4d72-bfc4-65875848d88f","VIS-MET-001","Metal Card","0.500","download.jpg"
"matched","Sample Files","Sample Files\STICKERS","1","e95f6b8d-75a7-4a7c-a765-4ba72b6fb920","PVC-FILE-602","PVC FILES","0.500","download.jpg"
"matched","Sample Files","Sample Files\DOCTOR FILE","1","e95f6b8d-75a7-4a7c-a765-4ba72b6fb920","PVC-FILE-602","PVC FILES","0.500","download.jpg"
"matched","Envelopes","Envelopes\GIFT ENVELOPE","1","5b570a73-fc1d-4fde-a4d6-ef0ea4965762","ENVELOPE-882","ENVELOPE -9x4","0.500","Thumbnail.jpg"
"matched","Visiting Card","Visiting Card\NT  PVC Visiting Cards\180 Micron\180 Micron NT","2","e8f4a85b-d9f6-438a-9070-e6614427d288","NT-PVC-S-696","NT/PVC SHEETS","0.491","1.jpg | 2.jpg"
"matched","Visiting Card","Visiting Card\Regular Visting Card\Without Lamination\Without Coated","3","c7e58c17-61b9-4d72-bfc4-65875848d88f","VIS-MET-001","Metal Card","0.456","1.jpg | 2.jpg | 3.jpg"
"unmatched","Letter Heads","Letter Heads","1","","","","0.450","Letter Head.jpg"
"unmatched","Garments and Tags","Garments and Tags\PCV Tag","1","","","","0.450","download.jpg"
